native_program_id,native_program_name,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,candidate_rationale,review_status
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,Waus8730.v1.chrC.g149450,matK,1,15,47.5615,candidate,Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns,"Marker annotation indicates plastid/chloroplast gene expression, ribosome, ATP synthase, or plastid protein processing.",candidate_for_manual_review
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,Waus8730.v1.chrC.g149230,clpP,1,18,44.1316,candidate,ATP-dependent Clp protease proteolytic subunit,"Marker annotation indicates plastid/chloroplast gene expression, ribosome, ATP synthase, or plastid protein processing.",candidate_for_manual_review
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,Waus8730.v1.chr13.g039050,-,6,19,20.649,candidate,"Thioredoxin M-type, chloroplastic","Marker annotation indicates plastid/chloroplast gene expression, ribosome, ATP synthase, or plastid protein processing.",candidate_for_manual_review
chloroplast_gene_expression,Chloroplast gene expression / plastid translation,Waus8730.v1.chrC.g149630,ndhH,1,20,42.154,candidate,"NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be","Marker annotation indicates plastid/chloroplast gene expression, ribosome, ATP synthase, or plastid protein processing.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr12.g027290,-,5,1,38.4052,high,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr5.g111250,-,5,2,38.3184,high,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr1.g013300,-,5,4,34.2919,high,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr14.g044450,HAK5,14,5,9.3193,high,Potassium transporter,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr1.g008530,-,9,6,35.5074,medium,plasma membrane ATPase,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr18.g069540,-,14,6,9.242,medium,Sodium/hydrogen exchanger family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr5.g111340,TIP4-3,5,6,32.2176,medium,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr17.g062970,-,9;13,11,30.6313,candidate,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
ion_water_balance,Ion / water balance,Waus8730.v1.chr10.g017160,-,5,19,22.5533,candidate,Belongs to the MIP aquaporin (TC 1.A.8) family,"Marker annotation supports water transport, potassium transport, sodium/proton exchange, or membrane ion-balance biology.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr1.g003300,-,3,1,43.6534,high,Belongs to the Casparian strip membrane proteins (CASP) family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr9.g145240,-,7;8;9;13,1,37.1226,high,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr15.g053470,-,3,2,39.2811,high,O-acyltransferase (WSD1-like),"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr16.g057130,-,2,2,49.7493,high,3-ketoacyl-coa synthase,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr14.g045910,-,9;13,4,36.3972,high,Belongs to the sterol desaturase family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr15.g053070,-,12,4,17.9614,high,Belongs to the glycosyltransferase 8 family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr14.g045920,-,7;9;13,5,36.1962,high,Belongs to the sterol desaturase family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr15.g049100,-,12,6,16.9095,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues","Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr3.g094310,KCS2,2;3,7,38.8859,medium,3-ketoacyl-coa synthase,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr1.g008030,-,2,8,42.2391,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues","Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr19.g070270,-,14,8,8.8351,medium,"Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical","Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr1.g001070,-,2,9,41.6903,medium,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr9.g145640,-,9;13,9,31.8762,medium,Belongs to the sterol desaturase family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr13.g035550,-,3,11,37.262,candidate,pectinesterase,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr15.g053920,-,2,11,41.218,candidate,O-acyltransferase (WSD1-like),"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr14.g046510,-,2,12,40.4818,candidate,Belongs to the sterol desaturase family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr7.g129060,-,3,12,37.2267,candidate,Belongs to the Casparian strip membrane proteins (CASP) family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr14.g045930,-,9,14,31.0254,candidate,Belongs to the sterol desaturase family,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr5.g113590,-,3,15,36.3837,candidate,O-acyltransferase (WSD1-like),"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,Waus8730.v1.chr7.g134210,-,13,16,19.8839,candidate,glycine-rich cell wall structural protein,"Marker annotation supports lipid transfer, surface/cuticle-like biology, cell wall, or membrane/surface modification.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr7.g132050,NAR2.2,7;9,2,40.6439,high,High affinity nitrate transporter,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr12.g028590,-,7,3,40.4727,high,Inorganic phosphate transporter,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr4.g099300,NRT2.3,7,5,39.273,high,high affinity nitrate transporter,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr16.g056580,-,7,6,37.2033,medium,glutamine synthetase,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr13.g034020,-,9,8,35.3464,medium,sulfate transporter,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
nutrient_transport,Nutrient transport,Waus8730.v1.chr13.g034860,-,14,17,8.2407,candidate,glutamine synthetase,"Marker annotation supports nitrate, phosphate, sulfate, or nitrogen-assimilation transport biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr5.g115190,-,6;8,1,29.8563,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr6.g122410,-,4;6;8,2,40.0379,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr7.g126900,-,0;11,2,28.3787,high,Photosystem II reaction centre X protein (PsbX),"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr11.g023520,-,0;4;11,3,39.6595,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr17.g061240,ELIP,2;8,3,48.9931,high,Chlorophyll A-B binding protein,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr11.g023640,-,0;11,4,28.0335,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr11.g023670,-,0;4;11,4,38.7658,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr5.g116260,-,0;6,4,27.8803,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr11.g023630,-,11,5,27.7514,high,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr9.g148410,-,4;8,5,36.6831,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr14.g042390,PETE,0,6,17.8055,medium,Participates in electron transfer between P700 and the cytochrome b6-f complex in photosystem I,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr7.g128080,Lhcb6-1,4;8,6,35.8523,medium,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr9.g148980,-,4,6,37.4009,medium,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr6.g118280,-,4;6;8,7,35.2072,medium,Chlorophyll A-B binding protein,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr8.g139480,psaD,0;11,7,27.3357,medium,Photosystem I reaction center subunit,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chrC.g149240,psbE,1,8,49.563,medium,"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequentl","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr1.g009060,-,4,9,36.8596,medium,photosystem I,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr5.g115210,-,4;6,9,36.3033,medium,"RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same","Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chr11.g021510,-,11,11,27.0022,candidate,Photosystem I reaction center subunit,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
photosynthesis_light_harvesting,Photosynthesis / light harvesting,Waus8730.v1.chrC.g149200,petB,1,11,48.8047,candidate,cytochrome b6,"Marker annotation directly references photosystem, chlorophyll, light-harvesting, or photosynthetic electron-transfer biology.",candidate_for_manual_review
rna_binding_regulatory,RNA-binding / regulatory,Waus8730.v1.chr3.g090140,GRP1,0,2,23.6906,high,glycine-rich RNA-binding,Marker annotation supports RNA-binding or post-transcriptional regulatory biology.,candidate_for_manual_review
rna_binding_regulatory,RNA-binding / regulatory,Waus8730.v1.chr2.g084870,-,0;11,3,28.3507,high,29 kDa ribonucleoprotein,Marker annotation supports RNA-binding or post-transcriptional regulatory biology.,candidate_for_manual_review
rna_binding_regulatory,RNA-binding / regulatory,Waus8730.v1.chr9.g141430,GRP1,0;3,3,39.1241,high,glycine-rich RNA-binding,Marker annotation supports RNA-binding or post-transcriptional regulatory biology.,candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr7.g133850,THI1,0;3;12,1,38.8951,high,"Involved in biosynthesis of the thiamine precursor thiazole. Catalyzes the conversion of NAD and glycine to adenosine diphosphate 5-(2-hydroxyethyl)-4-methylthiazole-2-carboxylic acid (ADT), an adenylated thiazole intermediate. The reaction includes an iron-de","Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr16.g057270,-,7;13,2,33.4889,high,Protein PLANT CADMIUM RESISTANCE,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
stress_chaperone_response,Stress / chaperone response,Waus8730.v1.chr3.g095120,-,14,2,10.8817,high,Universal stress protein,"Marker annotation supports stress tolerance, oxidative response, chaperone activity, detoxification, or desiccation-associated biology.",candidate_for_manual_review
